name,sci,kingdom,phylum,class,order,family,genus,mass_g,wild,captive,unrecorded,average,maximum,colonial,pred_global,pred_class,lq_global_maximum,lq_class_maximum,quality,note
Allen's olingo,Bassaricyon alleni,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassaricyon,1235.0,,25.2,,25.2,25.2,False,14.614,10.5181,1.7244,2.3959,B,
Beluga sturgeon,Huso huso,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Huso,300000.0,118.0,,,118.0,118.0,False,41.1107,49.2723,2.8703,2.3949,B,
Dusky Pipistrelle,Pipistrellus hesperidus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,6.0,,,8.0,8.0,8.0,False,5.3595,3.3427,1.4927,2.3933,B,
Kuhl's pipistrelle,Pipistrellus kuhlii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,6.0,8.0,,,8.0,8.0,False,5.3595,3.3427,1.4927,2.3933,B,
Large forest bat,Vespadelus darlingtoni,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,6.06,8.0,,,8.0,8.0,False,5.3696,3.3498,1.4899,2.3882,B,
Graells's Tamarin,Saguinus graellsi,Animalia,Chordata,Mammalia,Primates,Cebidae,Saguinus,450.0,,,20.2,20.2,20.2,False,12.0839,8.4642,1.6717,2.3865,B,
Black-mantled Tamarin,Saguinus nigricollis,Animalia,Chordata,Mammalia,Primates,Cebidae,Saguinus,450.0,,,20.2,20.2,20.2,False,12.0839,8.4642,1.6717,2.3865,B,
White-bellied spider monkey,Ateles belzebuth,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,7535.0,,37.0,,37.0,37.0,False,20.543,15.522,1.8011,2.3837,B,
McKean's Leaf-nosed Bat,Hipposideros inornatus,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,40.45,,,12.0,12.0,12.0,False,7.6769,5.0401,1.5631,2.3809,B,
Black Tamarin,Saguinus niger,Animalia,Chordata,Mammalia,Primates,Cebidae,Saguinus,547.18,,,21.0,21.0,21.0,False,12.5371,8.8279,1.675,2.3788,B,
Northern fulmar,Fulmarus glacialis,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,800.0,51.0,,,51.0,51.0,False,13.4666,21.4903,3.7871,2.3732,A,
Midas tamarin,Saguinus midas,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,553.8,,21.0,,21.0,21.0,False,12.5655,8.8508,1.6712,2.3727,A,
Tardigrade,Ramazzottius varieornatus,Animalia,Tardigrada,Eutardigrada,Parachela,Ramazzottiidae,Ramazzottius,0.0,0.15,0.3,,0.225,0.3,False,0.3062,0.1265,0.9799,2.3708,C,Excludes cryptobiosis; desiccated animals persist far longer
Geoffroy's tamarin,Saguinus geoffroyi,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,499.3,,20.5,,20.5,20.5,False,12.3227,8.6557,1.6636,2.3684,B,
"Southern muriqui, or Woolly spider monkey, or Muriqui",Brachyteles arachnoides,Animalia,Chordata,Mammalia,Primates,Atelidae,Brachyteles,11170.0,40.0,,,40.0,40.0,False,22.1237,16.8942,1.808,2.3677,B,
Garden warbler,Sylvia borin,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,24.6,,24.0,,24.0,24.0,False,6.9906,10.1377,3.4332,2.3674,B,
Red-handed Howler,Alouatta belzebul,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,6157.91,,,35.1833,35.1833,35.1833,False,19.7769,14.8623,1.779,2.3673,B,
Amazon Black Howler,Alouatta nigerrima,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,6157.91,,,35.1833,35.1833,35.1833,False,19.7769,14.8623,1.779,2.3673,B,
Red-chested mustached tamarin,Saguinus labiatus,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,501.3,,20.5,,20.5,20.5,False,12.332,8.6631,1.6623,2.3664,B,
Brown-throated sloth,Bradypus variegatus,Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,4000.0,20.0,32.0,,26.0,32.0,False,18.2338,13.5446,1.755,2.3626,B,
Philippine pygmy fruit bat,Haplonycteris fischeri,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Haplonycteris,18.0,,,10.0,10.0,10.0,False,6.5913,4.2341,1.5172,2.3618,B,
Kakapo,Strigops habroptila,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Strigops,1750.0,,60.0,,60.0,60.0,False,15.6053,25.4448,3.8449,2.358,B,
Bignose unicornfish,Naso vlamingii,Animalia,Chordata,Actinopterygii,Acanthuriformes,Acanthuridae,Naso,5798.67,45.0,,,45.0,45.0,False,19.5543,19.1286,2.3013,2.3525,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Echo Parakeet,Psittacula eques,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,128.0,,,34.0,34.0,34.0,False,9.5366,14.4711,3.5652,2.3495,B,
Rose-ringed parakeet,Psittacula krameri,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,128.0,,34.0,,34.0,34.0,False,9.5366,14.4711,3.5652,2.3495,B,
Scaly rockcod,Trematomus loennbergii,Animalia,Chordata,Actinopterygii,Perciformes/Notothenioidei,Nototheniidae,Trematomus,357.4,,,23.0,23.0,23.0,False,11.5708,9.8066,1.9878,2.3454,C,
Blue monkey,Cercopithecus mitis,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,9000.0,,37.8,,37.8,37.8,False,21.2419,16.1269,1.7795,2.3439,B,
Black-cheeked white-nosed monkey,Cercopithecus ascanius,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,3705.0,,31.2,,31.2,31.2,False,17.9726,13.3231,1.736,2.3418,B,
"Wolfgang's Wall Gecko, Moorish Gecko",Tarentola fascicularis,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,6.54,,,14.0,14.0,14.0,False,5.4472,5.981,2.5701,2.3408,B,
Common wall gecko,Tarentola mauritanica,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,6.54,,14.0,,14.0,14.0,False,5.4472,5.981,2.5701,2.3408,B,
Red-bellied parrot,Poicephalus rufiventris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,120.0,,33.4,,33.4,33.4,False,9.4214,14.271,3.5451,2.3404,B,
Atlantic herring,Clupea harengus,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,300.0,22.0,,,22.0,22.0,False,11.1956,9.4035,1.9651,2.3396,B,
Narwhal,Monodon monoceros,Animalia,Chordata,Mammalia,Artiodactyla,Monodontidae,Monodon,1600000.0,115.0,,,115.0,115.0,False,56.3444,49.1696,2.041,2.3388,B,
Little pocket mouse,Perognathus longimembris,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,8.0,,8.3,,8.3,8.3,False,5.6579,3.5562,1.467,2.334,B,
Southern ground hornbill,Bucorvus leadbeateri,Animalia,Chordata,Aves,Bucerotiformes,Bucorvidae,Bucorvus,3767.5,,70.0,,70.0,70.0,False,18.0293,30.0234,3.8826,2.3315,B,
Silver seabream,Pagrus auratus,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sparidae,Pagrus,20000.0,,,60.0,60.0,60.0,False,24.6885,25.7401,2.4303,2.331,C,
Mountain pygmy possum,Burramys parvus,Animalia,Chordata,Mammalia,Diprotodontia,Burramyidae,Burramys,45.0,,,12.0,12.0,12.0,False,7.8325,5.157,1.5321,2.3269,B,
Dent's Mona Monkey,Cercopithecus denti,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,3550.0,,,30.6917,30.6917,30.6917,False,17.8286,13.2012,1.7215,2.3249,B,
Seychelles giant day gecko,Phelsuma sundbergi,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,12.35,,15.9,,15.9,15.9,False,6.1399,6.8405,2.5896,2.3244,B,
Yellowfin hind,Cephalopholis hemistiktos,Animalia,Chordata,Actinopterygii,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,622.255,26.0,,,26.0,26.0,False,12.8443,11.2011,2.0242,2.3212,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Gila monster,Heloderma suspectum,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,600.0,20.0,36.0,,28.0,36.0,False,12.7565,15.5341,2.8221,2.3175,B,
Short-tailed Chinchilla,Chinchilla chinchilla,Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,492.495,,,20.0,20.0,20.0,False,12.2909,8.6302,1.6272,2.3175,B,
Western blue groper,Achoerodus gouldii,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Labridae,Achoerodus,39000.0,70.0,,,70.0,70.0,False,27.9968,30.2101,2.5003,2.3171,C,
Patagonian toothfish,Dissostichus eleginoides,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae,Dissostichus,9600.0,,,50.0,50.0,50.0,False,21.5016,21.5864,2.3254,2.3163,B,
Small-eyed sculpin,Abyssocottus korotneffi,Animalia,Chordata,Actinopterygii,Perciformes/Cottoidei,Cottidae,Abyssocottus,25.0,12.0,,,12.0,12.0,False,7.0119,5.1824,1.7114,2.3155,C,
Pygmy slow loris,Nycticebus pygmaeus,Animalia,Chordata,Mammalia,Primates,Lorisidae,Nycticebus,419.0,,19.3,,19.3,19.3,False,11.9225,8.3352,1.6188,2.3155,B,
Black-mantled tamarin,Leontocebus nigricollis,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontocebus,519.2,,20.2,,20.2,20.2,False,12.4138,8.7288,1.6272,2.3142,B,
Common tern,Sterna hirundo,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,120.0,33.0,,,33.0,33.0,False,9.4214,14.271,3.5027,2.3124,B,
"Gray bamboo lemur, or Bamboo lemur",Hapalemur griseus,Animalia,Chordata,Mammalia,Primates,Lemuridae,Hapalemur,1012.5,,23.3,,23.3,23.3,False,14.0774,10.0779,1.6551,2.312,B,
Long-billed black cockatoo,Calyptorhynchus baudinii,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,620.0,,47.0,,47.0,47.0,False,12.8355,20.3402,3.6617,2.3107,B,
Chinchilla,Chinchilla lanigera,Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,500.0,10.0,20.0,,15.0,20.0,False,12.326,8.6583,1.6226,2.3099,B,
Eastern grey squirrel,Sciurus carolinensis,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,500.0,12.0,20.0,,16.0,20.0,False,12.326,8.6583,1.6226,2.3099,B,
San Joaquin Pocket Mouse,Perognathus inornatus,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,8.575,,,8.3333,8.3333,8.3333,False,5.7323,3.6097,1.4537,2.3086,B,
Makira Leaf-nosed Bat,Hipposideros demissus,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,46.9,,,12.0,12.0,12.0,False,7.8938,5.2031,1.5202,2.3063,B,
Diadem Leaf-nosed Bat,Hipposideros diadema,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,46.9,,,12.0,12.0,12.0,False,7.8938,5.2031,1.5202,2.3063,B,
Van der Decken's Sifaka,Propithecus deckenii,Animalia,Chordata,Mammalia,Primates,Indridae,Propithecus,3588.26,,,30.5,30.5,30.5,False,17.8646,13.2316,1.7073,2.3051,B,
Abyssinian Ground Hornbill,Bucorvus abyssinicus,Animalia,Chordata,Aves,Bucerotiformes,Bucorvidae,Bucorvus,4000.0,,,70.0,70.0,70.0,False,18.2338,30.4139,3.839,2.3016,B,
Clanwilliam catfish,Austroglanis gilli,Animalia,Chordata,Actinopterygii,Siluriformes,Austroglanididae,Austroglanis,25.6405,,,12.0,12.0,12.0,False,7.0454,5.2139,1.7032,2.3015,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Coquerel's Sifaka,Propithecus coquereli,Animalia,Chordata,Mammalia,Primates,Indridae,Propithecus,3622.7,,,30.5,30.5,30.5,False,17.8967,13.2589,1.7042,2.3003,B,
Galah,Eolophus roseicapilla,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eolophus,300.0,,40.0,,40.0,40.0,False,11.1956,17.391,3.5728,2.3,B,
Egyptian Free-tailed Bat,Tadarida aegyptiaca,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,20.5,,,10.0,10.0,10.0,False,6.7547,4.3543,1.4805,2.2966,B,
Kakapo,Strigops habroptilus,Animalia,Chordata,Aves,Psittaciformes,Strigopidae,Strigops,2000.0,60.0,,,60.0,60.0,False,16.0026,26.1887,3.7494,2.2911,B,
Mandrill,Mandrillus sphinx,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,25000.0,20.0,46.0,,33.0,46.0,False,25.7479,20.0923,1.7866,2.2894,B,
Desert Wall Gecko,Tarentola deserti,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,7.3,,,14.0,14.0,14.0,False,5.5611,6.1215,2.5175,2.287,B,
Lesser flat lizard,Platysaurus guttatus,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,12.2,,15.6,,15.6,15.6,False,6.1258,6.8228,2.5466,2.2864,B,
-999,Platysaurus minor,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,12.2,,,15.6,15.6,15.6,False,6.1258,6.8228,2.5466,2.2864,B,
-999,Platysaurus orientalis,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,12.2,,,15.6,15.6,15.6,False,6.1258,6.8228,2.5466,2.2864,B,
Collared Flat Lizard,Platysaurus torquatus,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,12.2,,,15.6,15.6,15.6,False,6.1258,6.8228,2.5466,2.2864,B,
Greater mascarene flying fox,Pteropus niger,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,456.3,,19.4,,19.4,19.4,False,12.1155,8.4895,1.6013,2.2852,B,
Ocean surgeonfish,Acanthurus tractus,Animalia,Chordata,Actinopterygii,Acanthuriformes,Acanthuridae,Acanthurus,1385.94,31.0,,,31.0,31.0,False,14.9347,13.5721,2.0757,2.2841,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Black spot snapper,Lutjanus fulviflamma,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,402.0,23.0,,,23.0,23.0,False,11.8299,10.0871,1.9442,2.2801,B,
Mt Carmel Blind Mole Rat,Spalax carmeli,Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Spalax,162.175,,,15.4667,15.4667,15.4667,False,9.9711,6.7953,1.5511,2.2761,B,
Northern Smooth-Tailed Treeshrew,Dendrogale murina,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Dendrogale,49.99,,,12.0,12.0,12.0,False,7.9892,5.275,1.502,2.2749,B,
Cliff chipmunk,Tamias dorsalis,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,62.8,,12.6,,12.6,12.6,False,8.3399,5.5405,1.5108,2.2742,B,
"Razor-backed musk turtle, or Keel-backed musk turtle",Sternotherus carinatus,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,248.0,,29.3,,29.3,29.3,False,10.8014,12.8898,2.7126,2.2731,B,
Tristram's Storm Petrel,Oceanodroma tristrami,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,84.0,,,30.0,30.0,30.0,False,8.8094,13.2138,3.4055,2.2704,B,
Lake whitefish,Coregonus clupeaformis,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,10450.0,,,50.0,50.0,50.0,False,21.8479,22.03,2.2886,2.2696,B,
Giant gecko,Hoplodactylus duvaucelii,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Hoplodactylus,118.0,,25.0,,25.0,25.0,False,9.3916,11.0183,2.662,2.2689,B,
Black-chested mustached tamarin,Saguinus mystax,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,543.5,,20.0,,20.0,20.0,False,12.5211,8.8151,1.5973,2.2688,B,
Red-capped Tamarin,Saguinus pileatus,Animalia,Chordata,Mammalia,Primates,Cebidae,Saguinus,543.5,,,20.0,20.0,20.0,False,12.5211,8.8151,1.5973,2.2688,B,
Moor macaque,Macaca maura,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,5575.0,,33.0,,33.0,33.0,False,19.41,14.5476,1.7002,2.2684,B,
Campbell's monkey,Cercopithecus campbelli,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,3600.0,,30.0,,30.0,30.0,False,17.8756,13.2409,1.6783,2.2657,B,
Noisy night monkey,Aotus vociferans,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,873.0,,22.1,,22.1,22.1,False,13.6899,9.7615,1.6143,2.264,B,
Dominican Myotis,Myotis dominicensis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,4.2,,,7.0,7.0,7.0,False,5.0114,3.0957,1.3968,2.2612,B,
Black myotis,Myotis nigricans,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,4.2,7.0,,,7.0,7.0,False,5.0114,3.0957,1.3968,2.2612,B,
West coast seabream,Lithognathus aureti,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Lithognathus,10615.0,50.0,,,50.0,50.0,False,21.9124,22.1129,2.2818,2.2611,B,
Olive baboon,Papio anubis,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,24000.0,25.0,45.0,,35.0,45.0,False,25.5508,19.9165,1.7612,2.2594,B,
Parrot-beaked tortoise,Homopus areolatus,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Homopus,229.4,,28.6,,28.6,28.6,False,10.644,12.6793,2.687,2.2557,B,
Red-browed parrot,Amazona rhodocorytha,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,511.5,,44.0,,44.0,44.0,False,12.3789,19.5132,3.5544,2.2549,B,
Blubberlip snapper,Lutjanus rivulatus,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Lutjanidae,Lutjanus,17250.0,,,56.0,56.0,56.0,False,24.0103,24.8431,2.3323,2.2541,C,
White trevally,Pseudocaranx dentex,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Pseudocaranx,9955.0,49.0,,,49.0,49.0,False,21.6491,21.7752,2.2634,2.2503,B,
Eurasian oystercatcher,Haematopus ostralegus,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,480.0,43.3,,,43.3,43.3,False,12.2316,19.2473,3.54,2.2497,B,
Mexican Long-nosed Bat,Leptonycteris nivalis,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,22.63,,,10.0,10.0,10.0,False,6.8816,4.4479,1.4532,2.2482,B,
Leschenault's rousette,Rousettus leschenaultii,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,108.25,,14.0,,14.0,14.0,False,9.2403,6.2292,1.5151,2.2475,B,
Little tern,Sternula albifrons,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,31.0,23.9,,,23.9,23.9,False,7.3017,10.6564,3.2732,2.2428,B,
"Shingleback Lizard, Shingle-Back, Stumpy Tail Lizard, Pinecone lizard, Sleepy Lizard",Tiliqua rugosa,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,617.0,,,35.0,35.0,35.0,False,12.8238,15.626,2.7293,2.2399,B,
Roughhead blenny,Acanthemblemaria aspera,Animalia,Chordata,Actinopterygii,Blenniiformes,Chaenopsidae,Acanthemblemaria,0.2941,,,4.0,4.0,4.0,False,3.0374,1.786,1.3169,2.2396,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Chilipepper,Sebastes goodei,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,847.0,27.0,,,27.0,27.0,False,13.6122,12.0606,1.9835,2.2387,B,
Pallas's squirrel,Callosciurus erythraeus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,272.0,,17.0,,17.0,17.0,False,10.9909,7.5951,1.5467,2.2383,B,
Lesser Long-nosed Bat,Leptonycteris yerbabuenae,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,24.26,,,10.1,10.1,10.1,False,6.9723,4.515,1.4486,2.237,B,
Black howler monkey,Alouatta caraya,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,5462.5,,32.4,,32.4,32.4,False,19.3357,14.484,1.6757,2.237,B,
Brown thornbill,Acanthiza pusilla,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,7.6,17.6,,,17.6,17.6,False,5.6035,7.8679,3.1409,2.2369,B,
Greater bulldog bat,Noctilio leporinus,Animalia,Chordata,Mammalia,Chiroptera,Noctilionidae,Noctilio,50.0,,11.8,,11.8,11.8,False,7.9895,5.2753,1.4769,2.2369,B,
Pygmy tree shrew,Tupaia minor,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,58.6,,12.2,,12.2,12.2,False,8.2319,5.4585,1.482,2.235,B,
Shortnose sucker,Chasmistes brevirostris,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Chasmistes,1978.3,33.0,,,33.0,33.0,False,15.9698,14.781,2.0664,2.2326,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Vervet monkey,Chlorocebus pygerythrus,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,4500.0,16.0,31.0,,23.5,31.0,False,18.6427,13.8923,1.6629,2.2315,B,
Damaraland mole-rat,Cryptomys damarensis,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,180.0,,15.5,,15.5,15.5,False,10.1689,6.9495,1.5243,2.2304,B,
Pygmy gliding possum,Acrobates pygmaeus,Animalia,Chordata,Mammalia,Diprotodontia,Acrobatidae,Acrobates,13.0,,8.8,,8.8,8.8,False,6.1995,3.9478,1.4195,2.2291,A,
Martins' Tamarin,Saguinus martinsi,Animalia,Chordata,Mammalia,Primates,Cebidae,Saguinus,465.0,,,19.0,19.0,19.0,False,12.1587,8.5241,1.5627,2.229,B,
Sambirano Bamboo Lemur,Hapalemur occidentalis,Animalia,Chordata,Mammalia,Primates,Lemuridae,Hapalemur,1202.71,,,23.3,23.3,23.3,False,14.5412,10.4583,1.6023,2.2279,B,
Giant mouse lemur,Mirza coquereli,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Mirza,311.2,,17.4,,17.4,17.4,False,11.2731,7.8184,1.5435,2.2255,B,
"African Egg-eating Snake, Montane Egg-eater",Dasypeltis atra,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,72.25,,,22.1,22.1,22.1,False,8.5629,9.9339,2.5809,2.2247,B,
"Rhombic egg eater, or African egg-eating snake",Dasypeltis scabra,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,72.25,,22.1,,22.1,22.1,False,8.5629,9.9339,2.5809,2.2247,B,
Southern long-nosed bat,Leptonycteris curasoae,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,25.0,10.1,,,10.1,10.1,False,7.0119,4.5443,1.4404,2.2226,B,
Italian Sparrow,Passer italiae,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,27.3,,,23.0,23.0,23.0,False,7.1291,10.3681,3.2262,2.2183,B,
Whitebrow skate,Bathyraja minispinosa,Animalia,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,Bathyraja,3274.8,,,37.0,37.0,37.0,False,17.5597,16.6796,2.1071,2.2183,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Gray-cheeked mangabey,Lophocebus albigena,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Lophocebus,9317.5,,36.0,,36.0,36.0,False,21.381,16.2477,1.6837,2.2157,B,
Atlantic puffin,Fratercula arctica,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Fratercula,400.0,41.0,,,41.0,41.0,False,11.8188,18.5048,3.469,2.2156,A,
Algerian skink,Eumeces algeriensis,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,85.4,,22.8,,22.8,22.8,False,8.8368,10.291,2.5801,2.2155,B,
"Brown greater galago, or Greater galago",Otolemur crassicaudatus,Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,1094.5,,22.7,,22.7,22.7,False,14.2854,10.2482,1.589,2.215,B,
Silvery Greater Galago,Otolemur monteiri,Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,1094.5,,,22.7,22.7,22.7,False,14.2854,10.2482,1.589,2.215,B,
Tenasserim Lutung,Trachypithecus barbei,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,7071.5,,,33.9,33.9,33.9,False,20.2989,15.3114,1.67,2.214,B,
Indochinese Lutung,Trachypithecus germaini,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,7071.5,,,33.9,33.9,33.9,False,20.2989,15.3114,1.67,2.214,B,
Dusky leaf monkey,Trachypithecus obscurus,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,7080.0,,33.9,,33.9,33.9,False,20.3035,15.3153,1.6697,2.2135,B,
Mediterranean spiderfish,Bathypterois mediterraneus,Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae,Bathypterois,76.5228,,,15.0,15.0,15.0,False,8.6561,6.7768,1.7329,2.2134,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Rusty parrotfish,Scarus ferrugineus,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Scaridae,Scarus,1010.37,,,27.8,27.8,27.8,False,14.0718,12.5816,1.9756,2.2096,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Angolan colobus,Colobus angolensis,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,8625.0,,35.3,,35.3,35.3,False,21.0723,15.9799,1.6752,2.209,B,
Southeast Asian box turtle,Cuora amboinensis,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cuora,1000.0,,38.2,,38.2,38.2,False,14.0445,17.3038,2.7199,2.2076,B,
Canary Islands Oystercatcher,Haematopus meadewaldoi,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,526.0,,,43.3333,43.3333,43.3333,False,12.4442,19.6312,3.4822,2.2074,B,
Geoffroy's marmoset,Callithrix geoffroyi,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,342.0,,17.6,,17.6,17.6,False,11.4753,7.9788,1.5337,2.2058,B,
