common_name,scientific_name,kingdom,phylum,class,order,family,genus,mass_g,wild_yr,captive_yr,colonial,quality,note
Fivespot flounder,Pseudorhombus pentophthalmus,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Pseudorhombus,208.7,3,,no,B,
Little shovelnose sturgeon,Pseudoscaphirhynchus hermanni,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Pseudoscaphirhynchus,27.775,6,,no,B,
Sona sea catfish,Pseudosciades sona,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Pseudosciades,9065.26,6,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Bobo croaker,Pseudotolithus elongatus,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sciaenidae,Pseudotolithus,2076,5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Cassava croaker,Pseudotolithus senegalensis,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sciaenidae,Pseudotolithus,12000,8,,no,C,
Longneck croaker,Pseudotolithus typus,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sciaenidae,Pseudotolithus,15020,7,,no,C,
Pacific fanfish,Pteraclis aesticola,Animalia,Chordata,Actinopterygii,Scombriformes,Bramidae,Pteraclis,1015,10,,no,C,
Panga seabream,Pterogymnus laniarius,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sparidae,Pterogymnus,1787.71,12,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Red firefish,Pterois volitans,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Pterois,1442,10,,no,B,
Bluehead shiner,Pteronotropis hubbsi,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Pteronotropis,2.0948,2,,no,B,
Bigmouth croaker,Pterotolithus lateoides,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sciaenidae,Pterotolithus,2675.49,4,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Ptychobarbus dipogon,Ptychobarbus dipogon,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Ptychobarbus,2241.1,44,,no,C,
Sacramento pikeminnow,Ptychocheilus grandis,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Ptychocheilus,4080,9,,no,C,
Colorado pikeminnow,Ptychocheilus lucius,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Ptychocheilus,36290,12,,no,B,
Northern pikeminnow,Ptychocheilus oregonensis,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Ptychocheilus,13000,11,,no,C,
Pungitius hellenicus,Pungitius hellenicus,Animalia,Chordata,Actinopterygii,Perciformes/Gasterosteoidei,Gasterosteidae,Pungitius,0.842744,1.5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Ninespine stickleback,Pungitius pungitius,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,3.73482,5,,no,B,
Royal angelfish,Pygoplites diacanthus,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pygoplites,581.814,14.5,,no,B,
Flathead catfish,Pylodictis olivaris,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Pylodictis,30717.5,20,,no,B,
Cobia,Rachycentron canadum,Animalia,Chordata,Actinopterygii,Perciformes,Rachycentridae,Rachycentron,37400,15,,no,B,
"Short mackerel, or Indian mackerel",Rastrelliger brachysoma,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Rastrelliger,667.711,4,,no,B,
Indian mackerel,Rastrelliger kanagurta,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Rastrelliger,560,15,,no,C,
Silver cyprinid,Rastrineobola argentea,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Rastrineobola,3.72835,3,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Greenland halibut,Reinhardtius hippoglossoides,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Reinhardtius,3850,30,,no,B,
Relict dace,Relictus solitarius,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Relictus,24.3438,5,,no,B,
Australian smelt,Retropinna semoni,Animalia,Chordata,Actinopterygii,Osmeriformes,Retropinnidae,Retropinna,5.12861,2,,no,B,
Short-lined escolar,Rexea brevilineata,Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae,Rexea,797.016,15,,no,B,
Silver gemfish,Rexea solandri,Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae,Rexea,8800,16,,no,B,
Goldlined seabream,Rhabdosargus sarba,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sparidae,Rhabdosargus,12000,5,,no,C,
Rubberlip seaperch,Rhacochilus toxotes,Animalia,Chordata,Actinopterygii,Ovalentaria/misc,Embiotocidae,Rhacochilus,1762.51,10,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Rhinelepis aspera,Rhinelepis aspera,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Rhinelepis,2196,10,,no,C,
Blacknose dace,Rhinichthys atratulus,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rhinichthys,19.8064,4,,no,B,
Longnose dace,Rhinichthys cataractae,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rhinichthys,132.708,5,,no,B,
Loach minnow,Rhinichthys cobitis,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Rhinichthys,1.31841,5,,no,B,
Blackeye goby,Rhinogobiops nicholsii,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Rhinogobiops,35.4841,5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Rhinogobius cliffordpopei,Rhinogobius cliffordpopei,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Rhinogobius,32.2572,1.23,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Rhinogobius giurinus,Rhinogobius giurinus,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Rhinogobius,14.9,1.45,,no,C,
European bitterling,Rhodeus amarus,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,18.7317,5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Bitterling,Rhodeus sericeus,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Rhodeus,15.034,5,,no,B,
Vermilion snapper,Rhomboplites aurorubens,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Rhomboplites,1743.5,10,,no,B,
Yellowbelly flounder,Rhombosolea leporina,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Rhombosoleidae,Rhombosolea,600,4,,no,C,
"New Zealand sand flounder, or Dab",Rhombosolea plebeia,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Rhombosoleidae,Rhombosolea,870.419,12,,no,B,
Greenback flounder,Rhombosolea tapirina,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Rhombosoleidae,Rhombosolea,1479.25,10,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Lake minnow,Rhynchocypris percnura,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rhynchocypris,100,6,,no,C,
Lahontan redside,Richardsonius egregius,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Richardsonius,50.7194,5,,no,B,
White-finned gudgeon,Romanogobio albipinnatus,Animalia,Chordata,Actinopterygii,Cypriniformes,Gobionidae,Romanogobio,15,5,,no,C,
Northern whitefin gudgeon,Romanogobio belingi,Animalia,Chordata,Actinopterygii,Cypriniformes,Gobionidae,Romanogobio,22.8465,5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Romanogobio benacensis,Romanogobio benacensis,Animalia,Chordata,Actinopterygii,Cypriniformes,Gobionidae,Romanogobio,14.7721,4,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
North Caucasian longbarbel gudgeon,Romanogobio ciscaucasicus,Animalia,Chordata,Actinopterygii,Cypriniformes,Gobionidae,Romanogobio,28.1452,6,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Kessler's gudgeon,Romanogobio kesslerii,Animalia,Chordata,Actinopterygii,Cypriniformes,Gobionidae,Romanogobio,18.0096,5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Don whitefin gudgeon,Romanogobio tanaiticus,Animalia,Chordata,Actinopterygii,Cypriniformes,Gobionidae,Romanogobio,18.2266,5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Romanogobio vladykovi,Romanogobio vladykovi,Animalia,Chordata,Actinopterygii,Cypriniformes,Gobionidae,Romanogobio,22.8465,4,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Spotfin croaker,Roncador stearnsii,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sciaenidae,Roncador,4800,15,,no,C,
Caspian roach,Rutilus caspicus,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rutilus,2000,10,,no,C,
Kutum,Rutilus frisii,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rutilus,2750,12,,no,B,
Rutilus kutum,Rutilus kutum,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rutilus,2834.18,9,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Rutilus pigus,Rutilus pigus,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rutilus,3210,9,,no,C,
Roach,Rutilus rutilus,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rutilus,1012,14,,no,B,
Golden spined loach,Sabanejewia aurata,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Sabanejewia,7.4276,3,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Balcan spined loach,Sabanejewia balcanica,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Sabanejewia,11.9534,4.5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Freshwater blenny,Salariopsis fluviatilis,Animalia,Chordata,Actinopterygii,Blenniiformes,Blenniidae,Salariopsis,45.4531,5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Dorado,Salminus brasiliensis,Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae,Salminus,31400,9,,no,C,
Salmo carpio,Salmo carpio,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,2688.75,5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Salmo cenerinus,Salmo cenerinus,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,11169.5,8,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Salmo ferox,Salmo ferox,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,17920,23,,no,C,
Salmo marmoratus,Salmo marmoratus,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,50000,10,,no,C,
Salmo ohridanus,Salmo ohridanus,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,685,12,,no,C,
Atlantic salmon,Salmo salar,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,4500,13,,no,B,
Brown trout,Salmo trutta,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,1000,20,18,no,B,
Arctic char,Salvelinus alpinus,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,18000,40,,no,B,
Angayukaksurak char,Salvelinus anaktuvukensis,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,302.307,9,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Salvelinus faroensis,Salvelinus faroensis,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,91.392,8,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
"Brook trout, or Bunnylake brook trout",Salvelinus fontinalis,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,4397.25,24,,no,B,
Salvelinus gracillimus,Salvelinus gracillimus,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,517.996,8,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Whitespotted char,Salvelinus leucomaenis,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,15000,9,,no,C,
Dolly varden,Salvelinus malma,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,18300,12,,no,C,
Salvelinus murta,Salvelinus murta,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,2309.44,18,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Lake trout,Salvelinus namaycush,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,5000,62,,no,B,
Bear Island charr,Salvelinus salvelinoinsularis,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,1090.41,16,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Salvelinus struanensis,Salvelinus struanensis,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,963.149,8,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Salvelinus thingvallensis,Salvelinus thingvallensis,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,280.786,17,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Golden charr,Salvelinus youngeri,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,317.886,9,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Rocky kurper,Sandelia bainsii,Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Sandelia,130,5,,no,C,
Sauger,Sander canadensis,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Sander,2000,18,,no,B,
Zander,Sander lucioperca,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Sander,11000,16,,no,B,
Walleye,Sander vitreus,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Sander,11000,29,,no,B,
Volga pikeperch,Sander volgensis,Animalia,Chordata,Actinopterygii,Perciformes/Percoidei,Percidae,Sander,3200,12,,no,C,
Cherskii's thicklip gudgeon,Sarcocheilichthys czerskii,Animalia,Chordata,Actinopterygii,Cypriniformes,Gobionidae,Sarcocheilichthys,12.0226,3,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Sarcocheilichthys lacustris,Sarcocheilichthys lacustris,Animalia,Chordata,Actinopterygii,Cypriniformes,Gobionidae,Sarcocheilichthys,69.058,6,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Atlantic bonito,Sarda sarda,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Sarda,6050,5,,no,B,
True sardine,Sardina pilchardus,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardina,145,15,,no,B,
Round sardinella,Sardinella aurita,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,125.95,7,,no,B,
Fringescale sardinella,Sardinella fimbriata,Animalia,Chordata,Actinopterygii,Clupeiformes,Dorosomatidae,Sardinella,35.04,3.51,,no,C,
Goldstripe sardinella,Sardinella gibbosa,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,247.017,7,,no,B,
Bali sardinella,Sardinella lemuru,Animalia,Chordata,Actinopterygii,Clupeiformes,Dorosomatidae,Sardinella,113.74,4.5,,no,C,
Indian oil sardine,Sardinella longiceps,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,110,4,,no,B,
Madeiran sardinella,Sardinella maderensis,Animalia,Chordata,Actinopterygii,Clupeiformes,Dorosomatidae,Sardinella,927,6,,no,C,
Blacktip sardinella,Sardinella melanura,Animalia,Chordata,Actinopterygii,Clupeiformes,Dorosomatidae,Sardinella,183.483,4.1,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Sind sardinella,Sardinella sindensis,Animalia,Chordata,Actinopterygii,Clupeiformes,Dorosomatidae,Sardinella,55.7,3.5,,no,C,
Pacific sardine,Sardinops sagax,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardinops,267.3,25,,no,B,
Sabre squirrelfish,Sargocentron spiniferum,Animalia,Chordata,Actinopterygii,Holocentriformes,Holocentridae,Sargocentron,2550,7,,no,C,
Rainbow happy,Sargochromis carlottae,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Sargochromis,1000,5.5,,no,C,
Green happy,Sargochromis codringtonii,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sargochromis,1215.5,7,,no,B,
Pink happy,Sargochromis giardi,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sargochromis,1595,7,,no,B,
Sarmarutilus rubilio,Sarmarutilus rubilio,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Sarmarutilus,190.571,9,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Salema,Sarpa salpa,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sparidae,Sarpa,3416.22,15,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Slender lizardfish,Saurida elongata,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Saurida,676,7,,no,C,
Greater lizardfish,Saurida tumbil,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Saurida,2565.9,7,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Brushtooth lizardfish,Saurida undosquamis,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Saurida,334,8,,no,C,
Chinese lizard gudgeon,Saurogobio dabryi,Animalia,Chordata,Actinopterygii,Cypriniformes,Gobionidae,Saurogobio,106.3,3,,no,C,
Pallid sturgeon,Scaphirhynchus albus,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Scaphirhynchus,130000,100,,no,C,
Shovelnose sturgeon,Scaphirhynchus platorynchus,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Scaphirhynchus,6580,43,,no,C,
Scardinius acarnanicus,Scardinius acarnanicus,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Scardinius,620,11,,no,C,
Pearl roach,Scardinius erythrophthalmus,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Scardinius,1153.35,19,,no,B,
Scardinius hesperidicus,Scardinius hesperidicus,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Scardinius,1829.32,15,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Filament-finned parrotfish,Scarus altipinnis,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Scaridae,Scarus,3100,14,,no,C,
Chameleon parrotfish,Scarus chameleon,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Scaridae,Scarus,477.338,6,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Midnight parrotfish,Scarus coelestinus,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Scaridae,Scarus,7000,31,,no,C,
Rusty parrotfish,Scarus ferrugineus,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Scaridae,Scarus,1010.37,27.8,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Forsten's parrotfish,Scarus forsteni,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Scaridae,Scarus,2500,12,,no,C,
Bridled parrotfish,Scarus frenatus,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,2362.33,20,,no,B,
Flame parrotfish,Scarus ghobban,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,6941.22,13,,no,B,
Striped parrotfish,Scarus iseri,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Scaridae,Scarus,487.131,8,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Dusky parrotfish,Scarus niger,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Scaridae,Scarus,2000,23,,no,C,
